Sendungstitel,FolgenNr,Staffel,Folge,Datum,Dauer,Sendezeit,Gästesubstr,Gast_1,Beschreibung_1,Gast_2,Beschreibung_2,Gast_3,Beschreibung_3,Gast_4,Beschreibung_4,Gast_5,Beschreibung_5,Gast_6,Beschreibung_6,Gast_7,Beschreibung_7,Gast_8,Beschreibung_8
 Markus Lanz 27.08.2019,1287,12,88,27.08.2019,075'21,22:59:23 - 00:14:44," 22:59:23 - 00:14:44 075'21 O-Ton Interview Markus LANZ mit den Studiogästen Alexandra Maria LARA (Schauspielerin), Harald LESCH (Wissenschaftsjournalist, Professor für Astrophysik), Thomas FISCHERMANN (Autor, Journalist ""Die Zeit"") und Wolfram WEIMER (Publizist) ",Alexandra Maria LARA,Schauspielerin,Harald LESCH,"Wissenschaftsjournalist, Professor für Astrophysik",Thomas FISCHERMANN,"Autor, Journalist ""Die Zeit""",Wolfram WEIMER,Publizist,,,,,,,,
 Markus Lanz 28.08.2019,1288,12,89,28.08.2019,075'32,23:16:10 - 00:31:42," 23:16:10 - 00:31:42 075'32 O-Ton Interview Markus LANZ mit den Studiogästen Bernhard VOGEL (ehem. MPr Rheinland-Pfalz und ehem. MPr Thüringen, CDU), Jana HENSEL (Journalistin), Michael TSOKOS (Rechtsmediziner, Leiter Institut für Rechtsmedizin Charite Berlin) und Florian WAGNER (Fotograf) ",Bernhard VOGEL,"ehem. MPr Rheinland-Pfalz und ehem. MPr Thüringen, CDU",Jana HENSEL,Journalistin,Michael TSOKOS,"Rechtsmediziner, Leiter Institut für Rechtsmedizin Charite Berlin",Florian WAGNER,Fotograf,,,,,,,,
 Markus Lanz 29.08.2019,1289,12,90,29.08.2019,075'30,23:21:55 - 00:37:25," 23:21:55 - 00:37:25 075'30 O-Ton Interview Markus LANZ mit den Studiogästen Boris PISTORIUS (Innenminister Niedersachsen, SPD), Markus FELDENKIRCHEN (Journalist ""Der Spiegel""), Margot FLÜGEL-ANHALT (Abenteurerin) und Francis ROSSI (Sänger und Gitarrist Status Quo) ",Boris PISTORIUS,"Innenminister Niedersachsen, SPD",Markus FELDENKIRCHEN,"Journalist ""Der Spiegel""",Margot FLÜGEL-ANHALT,Abenteurerin,Francis ROSSI,Sänger und Gitarrist Status Quo,,,,,,,,
 Markus Lanz 03.09.2019,1290,12,91,03.09.2019,075'29,22:45:11 - 00:00:40," 22:45:11 - 00:00:40 075'29 O-Ton Interview Markus LANZ mit den Studiogästen Ralph BRINKHAUS (Fraktionsvors. CDU / CSU), Christiane HOFFMANN (Journalistin), Ines GEIPEL (Autorin) und Thomas GOTTSCHALK (Moderator) ",Ralph BRINKHAUS,Fraktionsvors. CDU / CSU,Christiane HOFFMANN,Journalistin,Ines GEIPEL,Autorin,Thomas GOTTSCHALK,Moderator,,,,,,,,
 Markus Lanz 04.09.2019,1291,12,92,04.09.2019,070'18,23:45:10 - 00:55:28," 23:45:10 - 00:55:28 070'18 O-Ton Interview Markus LANZ mit den Studiogästen Alexander GAULAND (Fraktionsvors. AfD), Robin ALEXANDER (Journalist und Autor), Uwe DZIUBALLA (Restaurantbesitzer ""Schalom"" Chemnitz), Samantha CRISTOFORETTI (Kampfpilotin und Astronautin) ",Alexander GAULAND,Fraktionsvors. AfD,Robin ALEXANDER,Journalist und Autor,Uwe DZIUBALLA,"Restaurantbesitzer ""Schalom"" Chemnitz",Samantha CRISTOFORETTI,Kampfpilotin und Astronautin,,,,,,,,
 Markus Lanz 05.09.2019,1292,12,93,05.09.2019,075'20,23:19:35 - 00:34:55," 23:19:35 - 00:34:55 075'20 O-Ton Interview Markus LANZ mit den Studiogästen Anne-Sophie MUTTER (Geigerin), Ulrich WICKERT (Journalist und Autor), Thomas OPPERMANN (stellv. BTPräs, SPD), Boris HERRMANN (Segelsportler) ",Sophie MUTTER,Geigerin,Ulrich WICKERT,Journalist und Autor,Thomas OPPERMANN,"stellv. BTPräs, SPD",Boris HERRMANN,Segelsportler,,,,,,,,
 Markus Lanz 10.09.2019,1293,12,94,10.09.2019,076'06,22:45:44 - 00:01:50," 22:45:44 - 00:01:50 076'06 O-Ton Interview Markus LANZ mit den Studiogästen Mike MOHRING (Spitzenkandidat CDU für die Landtagswahl in Thüringen), Sascha LOBO (Autor), Hannes JAENICKE (Schauspieler) und Ina KNOBLOCH (Biologin) ",Mike MOHRING,Spitzenkandidat CDU für die Landtagswahl in Thüringen,Sascha LOBO,Autor,Hannes JAENICKE,Schauspieler,Ina KNOBLOCH,Biologin,,,,,,,,
 Markus Lanz 11.09.2019,1294,12,95,11.09.2019,075'07,23:12:26 - 00:27:33," 23:12:26 - 00:27:33 075'07 O-Ton Interview Markus LANZ mit den Studiogästen Wolfgang KUBICKI (Politiker), Elisabeth NIEJAHR (Journalistin), Reinhold MESSNER (Bergsteiger) und Simon MESSNER (Alpinist) ",Wolfgang KUBICKI,Politiker,Elisabeth NIEJAHR,Journalistin,Reinhold MESSNER,Bergsteiger,Simon MESSNER,Alpinist,,,,,,,,
 Markus Lanz 12.09.2019,1295,12,96,12.09.2019,075'22,23:20:00 - 00:35:22," 23:20:00 - 00:35:22 075'22 O-Ton Interview Markus LANZ mit den Studiogästen Sahra WAGENKNECHT (Politikerin, Die Linke), Ferdinand VON SCHIRACH (Strafverteidiger, Schriftsteller), Sebastian PUFPAFF (Kabarettist, Moderator und Entertainer), Mario BASLER (Fußballtrainer, ehem. Fußballspieler) ",Sahra WAGENKNECHT,"Politikerin, Die Linke",Ferdinand VON,"Strafverteidiger, Schriftsteller",Sebastian PUFPAFF,"Kabarettist, Moderator und Entertainer",Mario BASLER,"Fußballtrainer, ehem. Fußballspieler",,,,,,,,
 Markus Lanz 17.09.2019,1296,12,97,17.09.2019,070'31,23:44:32 - 00:55:03," 23:44:32 - 00:55:03 070'31 O-Ton Interview Markus LANZ mit den Studiogästen Kevin KÜHNERT (Vors. Jusos, SPD), Claudia KADE (Journalistin), Michael LÜDERS (Politik- und Islamwissenschaftler) und Prof. Marcel FRATZSCHER (Ökonom) ",Kevin KÜHNERT,"Vors. Jusos, SPD",Claudia KADE,Journalistin,Michael LÜDERS,Politik- und Islamwissenschaftler,Marcel FRATZSCHER,Ökonom,,,,,,,,
 Markus Lanz 18.09.2019,1297,12,98,18.09.2019,074'37,23:13:12 - 00:27:49," 23:13:12 - 00:27:49 074'37 O-Ton Interview Markus LANZ mit den Studiogästen Dagmar MICHALSKY (wurde mit 58 Jahren zum ersten Mal Mutter), Dr. Kay LÖBBECKE (Arzt), Rolf DOBELLI (Schriftsteller), Michael MÜLLER (RBm Berlin, SPD), Rainer HANK (Wirtschaftsjournalist) ",Dagmar MICHALSKY,wurde mit 58 Jahren zum ersten Mal Mutter,Kay LÖBBECKE,Arzt,Rolf DOBELLI,Schriftsteller,Michael MÜLLER,"RBm Berlin, SPD",Rainer HANK,Wirtschaftsjournalist,,,,,,
 Markus Lanz 19.09.2019,1298,12,99,19.09.2019,079'45,23:18:46 - 00:38:31," 23:18:46 - 00:38:31 079'45 O-Ton Interview Markus LANZ mit den Studiogästen Philipp AMTHOR (MdB, CDU), Eva SCHULZ (Journalistin und Webvideoproduzentin), Hans SIGL (Schauspieler), Juan MORENO (Journalist) ",Philipp AMTHOR,"MdB, CDU",Eva SCHULZ,Journalistin und Webvideoproduzentin,Hans SIGL,Schauspieler,Juan MORENO,Journalist,,,,,,,,
 Markus Lanz 24.09.2019,1299,12,100,24.09.2019,073'46,23:17:41 - 00:31:27," 23:17:41 - 00:31:27 073'46 O-Ton Interview Markus LANZ mit den Studiogästen Wolfram WEIMER (Journalist), Frank THELEN (Unternehmer), Anja KOHL (Wirtschaftsjournalistin) sowie Maria BRAARVIG und Thor BRAARVIG (Weltreisende, Filmemacher) ",Wolfram WEIMER,Journalist,Frank THELEN,Unternehmer,Anja KOHL,Wirtschaftsjournalistin,Maria BRAARVIG,"Weltreisende, Filmemacher",Thor BRAARVIG,"Weltreisende, Filmemacher",,,,,,
 Markus Lanz 25.09.2019,1300,12,101,25.09.2019,075'04,23:15:59 - 00:31:03," 23:15:59 - 00:31:03 075'04 O-Ton Interview Markus LANZ mit den Studiogästen Renate KÜNAST (MdB, Bündnis 90 / Die Grünen), Christian SCHERTZ (Jurist), SMUDO (Michael Bernd SCHMIDT, Die Fantastischen Vier), Martin SUTER (Schriftsteller) ",Renate KÜNAST,"MdB, Bündnis 90 / Die Grünen",Christian SCHERTZ,Jurist,Martin SUTER,Schriftsteller,,,,,,,,,,
 Markus Lanz 26.09.2019,1301,12,102,26.09.2019,075'11,23:21:32 - 00:36:43," 23:21:32 - 00:36:43 075'11 O-Ton Interview LANZ mit den Studiogästen Boris PALMER (OB Tübingen, Bündnis 90 / Die Grünen), Jakob AUGSTEIN (Journalist und Verleger), Patrick ESUME (American-Football-Trainer), Lydia MÖCKLINGHOFF (Zoologin, Tropenökologin, Autorin und Ameisenbärenforscherin) ",Boris PALMER,"OB Tübingen, Bündnis 90 / Die Grünen",Jakob AUGSTEIN,Journalist und Verleger,Patrick ESUME,American-Football-Trainer,Lydia MÖCKLINGHOFF,"Zoologin, Tropenökologin, Autorin und Ameisenbärenforscherin",,,,,,,,
 Markus Lanz 01.10.2019,1302,12,103,01.10.2019,074'03,23:36:44 - 00:50:47," 23:36:44 - 00:50:47 074'03 O-Ton Interview Markus LANZ mit den Studiogästen Sandra NAVIDI (Juristin, Finanzexpertin), Andrew DENISON (Politikwissenschaftler, Direktor von ""Transatlantic Networks""), Thees UHLMANN (Musiker), Maik MESSING (Unternehmer, seine Tochter Leonora wanderte mit 15 Jahren in den Islamischen Staat aus) und Volkmar KABISCH (Journalist) ",Sandra NAVIDI,"Juristin, Finanzexpertin",Andrew DENISON,"Politikwissenschaftler, Direktor von ""Transatlantic Networks""",Thees UHLMANN,Musiker,Maik MESSING,"Unternehmer, seine Tochter Leonora wanderte mit 15 Jahren in den Islamischen Staat aus",Volkmar KABISCH,Journalist,,,,,,
 Markus Lanz 02.10.2019,1303,12,104,02.10.2019,074'31,23:38:46 - 00:53:17," 23:38:46 - 00:53:17 074'31 O-Ton Interview Markus LANZ mit den Studiogästen Karl LAUTERBACH (MdB, SPD, Arzt), Dagmar ROSENFELD (Journalistin), Rudi CERNE (Journalist, Moderator), Jennifer KAUKA (Tochter wurde in der Schule gemobbt) ",Karl LAUTERBACH,"MdB, SPD, Arzt",Dagmar ROSENFELD,Journalistin,Rudi CERNE,"Journalist, Moderator",Jennifer KAUKA,Tochter wurde in der Schule gemobbt,,,,,,,,
 Markus Lanz 08.10.2019,1304,12,105,08.10.2019,074'55,10:00:00 - 11:14:55," 10:00:00 - 11:14:55 074'55 O-Ton Interview Markus LANZ mit den Studiogästen Natascha KAMPUSCH (Entführungsopfer), Corinna MILBORN (Journalistin), Anne DEIMEL (Leiterin Grundschule in NRW), Professor Michael SCHULTE-MARKWORT (Kinder- und Jugendpsychiater) ",Natascha KAMPUSCH,Entführungsopfer,Corinna MILBORN,Journalistin,Anne DEIMEL,Leiterin Grundschule in NRW,Professor Michael SCHULTE-MARKWORT,Kinder- und Jugendpsychiater,,,,,,,,
 Markus Lanz 09.10.2019,1305,12,106,09.10.2019,069'27,10:00:34 - 11:10:01," 10:00:34 - 11:10:01 069'27 O-Ton Interview Markus LANZ mit den Studiogästen Miroslav KLOSE (ehem. Fußballprofi, Trainer Junioren FC Bayern München), Bela RETHY (Sportjournalist), Sally PEREL (Holocaust",Miroslav KLOSE,"ehem. Fußballprofi, Trainer Junioren FC Bayern München",Bela RETHY,Sportjournalist,,,,,,,,,,,,
 Markus Lanz 10.10.2019,1307,12,108,10.10.2019,076'34,23:18:19 - 00:34:53," 23:18:19 - 00:34:53 076'34 O-Ton Interview Markus LANZ mit den Studiogästen Deborah FELDMAN (Autorin), Olaf SUNDERMEYER (Journalist und Publizist), Julia EBNER (Extremismus- und Terrorismusforscherin), Christian BERKEL (Schauspieler), Gerhart BAUM (ehem. Politiker, FDP) ",Deborah FELDMAN,Autorin,Olaf SUNDERMEYER,Journalist und Publizist,Julia EBNER,Extremismus- und Terrorismusforscherin,Christian BERKEL,Schauspieler,Gerhart BAUM,"ehem. Politiker, FDP",,,,,,
 Markus Lanz 15.10.2019,1313,12,114,15.10.2019,075'13,22:46:11 - 00:01:24," 22:46:11 - 00:01:24 075'13 O-Ton Interview Markus LANZ mit den Studiogästen Deniz YÜCEL (Publizist), Düzen TEKKAL (Journalistin, Tochter jesidisch-kurdischer Eltern), Hans-Joachim WATZKE (Geschäftsführer von Borussia Dortmund) und Debbie HARRY (Musikerin, Sängerin der New Yorker Band ""Blondie"") ",Deniz YÜCEL,Publizist,Düzen TEKKAL,"Journalistin, Tochter jesidisch-kurdischer Eltern",Joachim WATZKE,Geschäftsführer von Borussia Dortmund,Debbie HARRY,"Musikerin, Sängerin der New Yorker Band ""Blondie""",,,,,,,,
 Markus Lanz 16.10.2019,1308,12,109,16.10.2019,074'05,23:13:35 - 00:27:40," 23:13:35 - 00:27:40 074'05 O-Ton Interview Markus LANZ mit den Studiogästen Richard David PRECHT (Philosoph und Publizist), Daniel STELTER (Ökonom), Gesa NEITZEL (Autorin und Rangerin) ",Richard David PRECHT,Philosoph und Publizist,Daniel STELTER,Ökonom,Gesa NEITZEL,Autorin und Rangerin,,,,,,,,,,
 Markus Lanz 22.10.2019,1309,12,110,22.10.2019,076'23,23:20:37 - 00:37:00," 23:20:37 - 00:37:00 076'23 O-Ton Interview Markus LANZ mit den Studiogästen Luisa NEUBAUER (Klimaschutzaktivistin), Maren URNER (Neurowissenschaftlerin), Klaus TÖPFER (Politiker, CDU), Mark BENECKE (Kriminalbiologe) ",Luisa NEUBAUER,Klimaschutzaktivistin,Maren URNER,Neurowissenschaftlerin,Klaus TÖPFER,"Politiker, CDU",Mark BENECKE,Kriminalbiologe,,,,,,,,
 Markus Lanz 23.10.2019,1310,12,111,23.10.2019,075'38,23:14:37 - 00:30:15," 23:14:37 - 00:30:15 075'38 O-Ton Interview Markus LANZ mit den Studiogästen Kristin HELBERG (Politologin), Robin ALEXANDER (Journalist ""Die Welt""), Klaus BRINKBÄUMER (Autor) und Ottfried FISCHER (Schauspieler) ",Kristin HELBERG,Politologin,Robin ALEXANDER,"Journalist ""Die Welt""",Klaus BRINKBÄUMER,Autor,Ottfried FISCHER,Schauspieler,,,,,,,,
 Markus Lanz 24.10.2019,1306,12,107,24.10.2019,075'20,10:00:00 - 11:15:20," 10:00:00 - 11:15:20 075'20 O-Ton Interview Markus LANZ mit den Studiogästen Laura KUKUK (Ingenieurin), Sven KUNTZE (Journalist), Horst TELTSCHIK (Politologe und Wirtschaftsmanager), Walter KOHL (Sohn von Helmut Kohl, Historiker und Autor) ",Laura KUKUK,Ingenieurin,Sven KUNTZE,Journalist,Horst TELTSCHIK,Politologe und Wirtschaftsmanager,Walter KOHL,"Sohn von Helmut Kohl, Historiker und Autor",,,,,,,,
 Markus Lanz 29.10.2019,,,,29.10.2019,075'57,23:31:51 - 00:47:48," 23:31:51 - 00:47:48 075'57 O-Ton Interview Markus LANZ mit den Studiogästen Wolfgang TIEFENSEE (Spitzenkandidat SPD Thüringen), Kristina DUNZ (Journalistin ""Rheinische Post""), Markus FELDENKIRCHEN (Journalist ""Der Spiegel"") und Harald LESCH (Astrophysiker) ",Wolfgang TIEFENSEE,Spitzenkandidat SPD Thüringen,Kristina DUNZ,"Journalistin ""Rheinische Post""",Markus FELDENKIRCHEN,"Journalist ""Der Spiegel""",Harald LESCH,Astrophysiker,,,,,,,,
 Markus Lanz 30.10.2019,1311,12,112,30.10.2019,074'58,23:14:04 - 00:29:02," 23:14:04 - 00:29:02 074'58 O-Ton Interview Markus LANZ mit den Studiogästen Mike MOHRING (Vors. CDU Thüringen), Cerstin GAMMELIN (Journalistin, stellvertretende Leiterin des Parlamentsbüros der ""Süddeutschen Zeitung""), Helge ACHENBACH (ehem. Kunstberater) und Marie BÄUMER (Schauspielerin) ",Mike MOHRING,Vors. CDU Thüringen,Cerstin GAMMELIN,"Journalistin, stellvertretende Leiterin des Parlamentsbüros der ""Süddeutschen Zeitung""",Helge ACHENBACH,ehem. Kunstberater,Marie BÄUMER,Schauspielerin,,,,,,,,
 Markus Lanz 31.10.2019,1314,12,115,31.10.2019,073'40,23:19:38 - 00:33:18," 23:19:38 - 00:33:18 073'40 O-Ton Interview Markus LANZ mit den Studiogästen Karl-Rudolf KORTE (Politikwissenschaftler), Giovanni DI LORENZO (Journalist), Stefan KRUECKEN (Verleger ""Ankerherz Verlag""), Doris DÖRRIE (Regisseurin, Autorin) und Bodo FÖRSTER (Elefantentrainer) ",Rudolf KORTE,Politikwissenschaftler,Giovanni DI,Journalist,Stefan KRUECKEN,"Verleger ""Ankerherz Verlag""",Doris DÖRRIE,"Regisseurin, Autorin",Bodo FÖRSTER,Elefantentrainer,,,,,,
 Markus Lanz 05.11.2019,1315,12,116,05.11.2019,074'16,23:40:39 - 00:54:55," 23:40:39 - 00:54:55 074'16 O-Ton Interview Markus Lanz mit den Studiogästen Tilman KUBAN (Vors. Junge Union), Eva QUADBECK (Journalistin), Christian RACH (Koch) und Hartmut IDZKO (Journalist) ",Tilman KUBAN,Vors. Junge Union,Eva QUADBECK,Journalistin,Christian RACH,Koch,Hartmut IDZKO,Journalist,,,,,,,,
 Markus Lanz 06.11.2019,1316,12,117,06.11.2019,075'38,23:47:21 - 01:02:59," 23:47:21 - 01:02:59 075'38 O-Ton Interview Markus LANZ mit den Studiogästen Lars KLINGBEIL (GenSekr SPD), Anna LOOS (Schauspielerin, Sängerin), Albrecht VON LUCKE (Publizist, Jurist und Politologe), Frederick FORSYTH (Autor) ",Lars KLINGBEIL,GenSekr SPD,Anna LOOS,"Schauspielerin, Sängerin",Albrecht VON,"Publizist, Jurist und Politologe",Frederick FORSYTH,Autor,,,,,,,,
 Markus Lanz 07.11.2019,1317,12,118,07.11.2019,074'53,23:17:27 - 00:32:20," 23:17:27 - 00:32:20 074'53 O-Ton Interview Markus LANZ mit den Studiogästen Oskar LAFONTAINE (Die Linke), Ines GEIPEL (ehem. Leichtathletin, Professorin Hochschule für Schauspielkunst, Schriftstellerin), Tankred STÖBE (Arzt, Ärzte ohne Grenzen), Kilian KLEINSCHMIDT (Ingenieur, Berater) ",Oskar LAFONTAINE,Die Linke,Ines GEIPEL,"ehem. Leichtathletin, Professorin Hochschule für Schauspielkunst, Schriftstellerin",Tankred STÖBE,"Arzt, Ärzte ohne Grenzen",Kilian KLEINSCHMIDT,"Ingenieur, Berater",,,,,,,,
 Markus Lanz 12.11.2019,1318,12,119,12.11.2019,075'21,22:44:34 - 23:59:55," 22:44:34 - 23:59:55 075'21 O-Ton Interview Markus LANZ mit den Studiogästen Julia KLÖCKNER (BMLE, CDU), Tina HILDEBRANDT (Journalistin), Salman RUSHDIE (Schriftsteller), Johann LAFER (Koch, Fernsehkoch, Unternehmer) ",Julia KLÖCKNER,"BMLE, CDU",Tina HILDEBRANDT,Journalistin,Salman RUSHDIE,Schriftsteller,Johann LAFER,"Koch, Fernsehkoch, Unternehmer",,,,,,,,
 Markus Lanz 13.11.2019,1319,12,120,13.11.2019,076'10,23:16:22 - 00:32:32," 23:16:22 - 00:32:32 076'10 O-Ton Interview Markus LANZ mit den Studiogästen Martin DULIG (stellvertr. MPr Sachsen, SPD), Stefan AUST (Journalist und Autor), Andreas ALTMANN (Reporter und Autor), Gaby KÖSTER (Schauspielerin und Komikerin) ",Martin DULIG,"stellvertr. MPr Sachsen, SPD",Stefan AUST,Journalist und Autor,Andreas ALTMANN,Reporter und Autor,Gaby KÖSTER,Schauspielerin und Komikerin,,,,,,,,
 Markus Lanz 14.11.2019,1320,12,121,14.11.2019,074'41,23:21:22 - 00:36:03," 23:21:22 - 00:36:03 074'41 O-Ton Interview Markus LANZ mit Paul ZIEMIAK (GenSekr CDU), Claudia KADE (Journalistin), Stefanie KLOß (Sängerin, Frontfrau Band ""Silbermond""), Zvi COHEN (Holocaust-Überlebender) ",Ton Interview Markus LANZ,GenSekr CDU,Paul ZIEMIAK,GenSekr CDU,Claudia KADE,Journalistin,Stefanie KLOß,"Sängerin, Frontfrau Band ""Silbermond""",Zvi COHEN,Holocaust-Überlebender,,,,,,
 Markus Lanz 19.11.2019,1321,12,122,19.11.2019,074'53,22:47:16 - 00:02:09," 22:47:16 - 00:02:09 074'53 O-Ton Interview Markus LANZ mit den Studiogästen Olaf SCHOLZ (BMF, SPD, Kandidat für den SPD-Vorsitz), Klara GEYWITZ (Kandidatin für den Vorsitz der SPD), Markus FELDENKIRCHEN (Journalist und Schriftsteller), Hubertus MEYER-BURCKHARDT (Journalist, Moderator), Adel TAWIL (Musiker) ",Olaf SCHOLZ,"BMF, SPD, Kandidat für den SPD-Vorsitz",Klara GEYWITZ,Kandidatin für den Vorsitz der SPD,Markus FELDENKIRCHEN,Journalist und Schriftsteller,Hubertus MEYER-BURCKHARDT,"Journalist, Moderator",Adel TAWIL,Musiker,,,,,,
 Markus Lanz 20.11.2019,1322,12,123,20.11.2019,070'20,23:43:54 - 00:54:14," 23:43:54 - 00:54:14 070'20 O-Ton Interview Markus LANZ mit den Studiogästen Armin LASCHET (MPr Nordrhein-Westfalen, CDU), Elisabeth NIEJAHR (Journalistin ""Wirtschaftswoche""), Gabriele KRONE-SCHMALZ (Publizistin) und Johannes OERDING (Sänger) ",Armin LASCHET,"MPr Nordrhein-Westfalen, CDU",Elisabeth NIEJAHR,"Journalistin ""Wirtschaftswoche""",Gabriele KRONE-SCHMALZ,Publizistin,Johannes OERDING,Sänger,,,,,,,,
 Markus Lanz 21.11.2019,1323,12,124,21.11.2019,074'38,23:18:43 - 00:33:21," 23:18:43 - 00:33:21 074'38 O-Ton Interview Markus LANZ mit den Studiogästen Christian Freiherr VON STETTEN (Vors. Parlamentskreis Mittelstand CDU/CSU-Fraktion), Robin ALEXANDER (Journalist ""Die Welt""), Wotan Wilke MÖHRING (Schauspieler) und Amaryllis FOX (ehem. CIA-Agentin) ",Christian Freiherr VON,Vors. Parlamentskreis Mittelstand CDU/CSU-Fraktion,Robin ALEXANDER,"Journalist ""Die Welt""",Wotan Wilke MÖHRING,Schauspieler,Amaryllis FOX,ehem. CIA-Agentin,,,,,,,,
 Markus Lanz 26.11.2019,,,,26.11.2019,074'42,23:15:15 - 00:29:57," 23:15:15 - 00:29:57 074'42 O-Ton Interview Markus LANZ mit den Studiogästen MACHOWECZ (Journalist der ""Zeit"", stammt aus Sachsen), Henrik HANSTEIN (Kunsthistoriker",,,,,,,,,,,,,,,,
 Markus Lanz 27.11.2019,,,,27.11.2019,074'44,23:29:23 - 00:44:07," 23:29:23 - 00:44:07 074'44 O-Ton Interview Markus LANZ mit den Studiogästen Frederik OBERMAIER (Journalist), Hartmut IDZKO (Dokumentarfilmer), Thilo MISCHKE (Moderator) und Ruth SCHNEEBERGER (Journalistin) ",Frederik OBERMAIER,Journalist,Hartmut IDZKO,Dokumentarfilmer,Thilo MISCHKE,Moderator,Ruth SCHNEEBERGER,Journalistin,,,,,,,,
 Markus Lanz 28.11.2019,1326,12,127,28.11.2019,074'43,23:20:58 - 00:35:41," 23:20:58 - 00:35:41 074'43 O-Ton Interview Markus LANZ mit den Studiogästen Saskia ESKEN (Politikerin), Norbert WALTER-BORJANS (Politiker), Dagmar ROSENFELD (Journalistin), Sascha LOBO (Digital-Experte) und Helge TIMMERBERG (Autor) ",Saskia ESKEN,Politikerin,Norbert WALTER-BORJANS,Politiker,Dagmar ROSENFELD,Journalistin,Sascha LOBO,Digital-Experte,Helge TIMMERBERG,Autor,,,,,,
 Markus Lanz 03.12.2019,1327,12,128,03.12.2019,074'08,23:17:08 - 00:31:16," 23:17:08 - 00:31:16 074'08 O-Ton Interview Markus LANZ mit den Studiogästen Ralf STEGNER (scheidender stellv. Vors. SPD), Claudia KADE (Journalistin), Harald KRASSNITZER (Schauspieler, Mitglied der SPÖ) und Andrew RIDGELEY (Musiker) ",Ralf STEGNER,scheidender stellv. Vors. SPD,Claudia KADE,Journalistin,Harald KRASSNITZER,"Schauspieler, Mitglied der SPÖ",Andrew RIDGELEY,Musiker,,,,,,,,
 Markus Lanz 04.12.2019,1328,12,129,04.12.2019,070'17,23:54:50 - 01:05:07," 23:54:50 - 01:05:07 070'17 O-Ton Interview Markus LANZ mit den Studiogästen Peter FREY (Journalist, Chefredakteur ZDF), Roger KNORR (Informatiker), Georg PASTERSKI (Politiker, AfD), Melanie AMANN (Journalistin) ",Peter FREY,"Journalist, Chefredakteur ZDF",Roger KNORR,Informatiker,Georg PASTERSKI,"Politiker, AfD",Melanie AMANN,Journalistin,,,,,,,,
 Markus Lanz 05.12.2019,1329,12,130,05.12.2019,075'09,23:20:32 - 00:35:41," 23:20:32 - 00:35:41 075'09 O-Ton Interview Markus LANZ mit den Studiogästen Sarah DHEM (Geschäftsführung Schulte Lastruper Wurstwaren), Jan BREDACK (Gründer und Geschäftsführer ""Veganz""), Katharina SCHULZE (MdL Bayern, Bündnis 90 / Die Grünen), Tim MÄLZER (Fernsehkoch, Unternehmer, Kochbuchautor), Michael MARTIN (Fotograf und Autor) ",Sarah DHEM,Geschäftsführung Schulte Lastruper Wurstwaren,Jan BREDACK,"Gründer und Geschäftsführer ""Veganz""",Katharina SCHULZE,"MdL Bayern, Bündnis 90 / Die Grünen",Tim MÄLZER,"Fernsehkoch, Unternehmer, Kochbuchautor",Michael MARTIN,Fotograf und Autor,,,,,,
 Markus Lanz 11.12.2019,1331,12,132,11.12.2019,074'52,23:19:32 - 00:34:24," 23:19:32 - 00:34:24 074'52 O-Ton Interview Markus LANZ mit den Studiogästen Elmar THEVEßEN (Leiter ZDF-Studio Washington), John C KORNBLUM (ehem. US-Botschafter in Deutschland), Rainer BOCK (Schauspieler) und Madelaine BÖHME (Paläontologin, Geowissenschaftlerin, Professorin an der Universität Tübingen) ",Elmar THEVEßEN,Leiter ZDF-Studio Washington,John C KORNBLUM,ehem. US-Botschafter in Deutschland,Rainer BOCK,Schauspieler,Madelaine BÖHME,"Paläontologin, Geowissenschaftlerin, Professorin an der Universität Tübingen",,,,,,,,
 Markus Lanz 12.12.2019,1332,12,133,12.12.2019,077'44,23:22:39 - 00:40:23," 23:22:39 - 00:40:23 077'44 O-Ton Interview Markus LANZ mit den Studiogästen Cem ÖZDEMIR (MdB, Bündnis 90 / Die Grünen), Valerie HÖHNE (Journalistin), Bülent CEYLAN (Komiker), Arved FUCHS (Abenteurer) ",Cem ÖZDEMIR,"MdB, Bündnis 90 / Die Grünen",Valerie HÖHNE,Journalistin,Bülent CEYLAN,Komiker,Arved FUCHS,Abenteurer,,,,,,,,
 Markus Lanz 17.12.2019,1333,12,134,17.12.2019,080'30,10:00:25 - 11:20:55," 10:00:25 - 11:20:55 080'30 O-Ton Interview Markus LANZ mit den Studiogästen Freya KLIER (ehem. DDR-Bürgerrechtlerin, Autorin, Regisseurin), Dani ARNOLD (Extrembergsteiger), Hans-Georg MAAßEN (ehem. Präs. Bundesamt für Verfassungsschutz), Olaf SUNDERMEYER (Journalist) ",Freya KLIER,"ehem. DDR-Bürgerrechtlerin, Autorin, Regisseurin",Dani ARNOLD,Extrembergsteiger,Georg MAAßEN,ehem. Präs. Bundesamt für Verfassungsschutz,Olaf SUNDERMEYER,Journalist,,,,,,,,
