Sendungstitel,season,Staffel,Folge,FolgenNr,Publikationsdatum,Dauer,Infos,Gast_1,Gast_2,Gast_3,Gast_4,Gast_5,Gast_6,Gast_7,Gast_8,Gast_9,Gast_10,Gast_11,Gast_12,Gast_13,Gast_14,Gast_15,Gast_16,Gast_17,Gast_18,Gast_19,Gast_20,Gast_21,instance_of,part_of_series,genre,presenter,original_broadcaster,country_of_origin,original_language_of_film_or_TV_show
Markus Lanz 16.06.2009,"Markus Lanz, Staffel 2",,,,16.06.2009,057'22,"22:49:49 - 23:47:11 057'22 Interview Markus LANZ mit den Studiogästen Julia REHBERG (Verbraucherzentrale Hamburg), Bernhard STITZ (Polizist), Waltraud ZÖLLNER (Rentnerin), Thomas PEH (ehem. Veranstalter von Kaffeefahrten) und Arnes PETRICK (Zollexperte) (O-Ton).",Julia REHBERG,Bernhard STITZ,Waltraud ZÖLLNER,Thomas PEH,Arnes PETRICK,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 17.06.2009,"Markus Lanz, Staffel 2",,,,17.06.2009,064'44,"23:17:50 - 00:22:34 064'44 Interview Markus LANZ mit den Studiogästen Verona POOTH (Werbeikone), Nele KRÜGER (leidet an einer seltenen Blutkrankheit), Fehmke KRÜGER (Mutter), Arnulf PEKRUN (behandelnder Arzt), Claudia RUTT (Geschäftsführerin der Deutschen Knochenmarkspenderdatei, DKMS), Antonia KRÜGER (litt an Leukämie), Sabine KRÜGER (Mutter), Magdalena STEINKEMPER (Spenderin), Udo VETTER (Fachanwalt für Strafrecht), Dirk WAASEN (Chefredakteur der Fachzeitschrift ""Connect""), Dennis TAMS (Schüler) und Miriam BACHMANN (Fachärztin für Kinderpsychiatrie und Jugendpsychiatrie) (O-Ton).",Verona POOTH,Nele KRÜGER,Fehmke KRÜGER,Arnulf PEKRUN,Claudia RUTT,Antonia KRÜGER,Sabine KRÜGER,Magdalena STEINKEMPER,Udo VETTER,Dirk WAASEN,Dennis TAMS,Miriam BACHMANN,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 18.06.2009,"Markus Lanz, Staffel 2",,,,18.06.2009,065'06,"23:22:44 - 00:27:50 065'06 Interview Markus LANZ mit den Studiogästen Oliver WELKE (Comedian), Martin SONNEBORN (Comedian), Petra BUBERT (verschuldete Millionärin), Hans Joachim BUBERT (verschuldeter Millionär), Klaus SATTLER (Pressesprecher Lotto Baden-Württemberg), Steffen HENSSLER (Fernsehkoch), Silke SCHWARTAU (Ernäherungsexpertin Verbraucherzentrale Hamburg) und Christoph ZIMMERMANN (Fischereibiologe Deutsches Institut für Ostseefischerei) (O-Ton).",Oliver WELKE,Martin SONNEBORN,Petra BUBERT,Hans Joachim BUBERT,Klaus SATTLER,Steffen HENSSLER,Silke SCHWARTAU,Christoph ZIMMERMANN,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 23.06.2009,"Markus Lanz, Staffel 2",,,,23.06.2009,074'34,"23:41:11 - 00:55:45 074'34 Interview Markus LANZ mit den Studiogästen Uschi GLAS (Schauspielerin, Botschafterin für SOS-Kinderdörfer), Christine CZERMAK (SOS-Kinderdorfmutter), Nicole GEIGER (wuchs in einem SOS-Kinderdorf auf), Kay VORWERK (SOS-Kinderdorf-Geschäftsführer), Amir HALLOUANE (Grillunfall-Opfer), Angelika HALLOUANE (Mutter), Adelheid GOTTWALD (Gründerin ""Paulinchen-Initiative für brandverletzte Kinder e.V.""), Martin SCHNEIDER (Feuerwehrmann), Katja SAALFRANK (Diplompädagogin), Jan Uwe ROGGE (Familienberater), Andre STERN (besuchte nie eine Schule), und Jörg KNÖR (Comedian) (O-Ton).",Uschi GLAS,Christine CZERMAK,Nicole GEIGER,Kay VORWERK,Amir HALLOUANE,Angelika HALLOUANE,Adelheid GOTTWALD,Martin SCHNEIDER,Katja SAALFRANK,Jan Uwe ROGGE,Andre STERN,Jörg KNÖR,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 24.06.2009,"Markus Lanz, Staffel 2",,,,24.06.2009,064'54,"23:17:27 - 00:22:21 064'54 Interview Markus LANZ mit den Studiogästen Inge NIEDECK (Meteorologin, ZDF), Sven PLÖGER (Meteorologe, ARD), Christian HÄCKL (Meteorologe, RTL), Hans BOES (Landwirt, Wetterbauer, SWR), Guido BERENS (lag zwei Jahre im Wachkoma), Frank HEMME (Pfleger), Vera JARON (behandelnde Ärztin), Charlotte GERLACH (Rentnerin), Martin PLOCH (Kriminalhauptkommissar) und Michael DIETZ (seine Mutter fiel auf den ""Enkeltrick"" herein) (O-Ton). Schaltgespräch LANZ mit Rudi CERNE zu Betrügern, die mit ""Enkeltrick"" agieren (Moderator ""Aktenzeichen XY ungelöst"" (O-Ton).",Inge NIEDECK,Sven PLÖGER,Christian HÄCKL,Hans BOES,Guido BERENS,Frank HEMME,Vera JARON,Charlotte GERLACH,Martin PLOCH,Michael DIETZ,Schaltgespräch LANZ,Rudi CERNE,Aktenzeichen XY,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 25.06.2009,"Markus Lanz, Staffel 2",,,,25.06.2009,064'25,"23:16:21 - 00:20:46 064'25 Interview Markus LANZ mit den Studiogästen Sara NURU (Model), Götz ALSMANN (Entertainer), Peyman AMIN (Juror bei ""Germany's Next Topmodel), Omid MOUSSAVI-AMIN (leidet am Down-Syndrom) und Christoph DRÖSSER (Journalist) (O-Ton).",Sara NURU,Götz ALSMANN,Peyman AMIN,Omid MOUSSAVI-AMIN,Christoph DRÖSSER,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 30.06.2009,"Markus Lanz, Staffel 2",,,,30.06.2009,075'53,"23:16:11 - 00:32:04 075'53 Interview Markus LANZ mit den Studiogästen Peter HAHNE (Journalist), Jürgen HARKSEN (ehem. Hochstapler), Manfred CHARCHULLA (Surfer), Jürgen CHARCHULLA (Surfer), Guido CANTZ (Komiker), Hella HANSEN (Öko-Test-Redakteurin), Matthias WOLFSCHMIDT (stellv. Geschäftsführer ""foodwatch"") und Arno DOPYCHAI (Verband Deutscher Mineralbrunnen e.V) (O-Ton).",Peter HAHNE,Jürgen HARKSEN,Manfred CHARCHULLA,Jürgen CHARCHULLA,Guido CANTZ,Hella HANSEN,Matthias WOLFSCHMIDT,Arno DOPYCHAI,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 01.07.2009,"Markus Lanz, Staffel 2",,,,01.07.2009,065'05,"23:11:36 - 00:16:41 065'05 Interview Markus LANZ mit den Studiogästen Michael SCHÖTTLER (Kriminalhauptkommissar), Martin SCHULZ (Tischler), Liane WIEGELMANN (ehem. Sängerin), Constanze KLEIS (Journalistin, Autorin) und Michael KESSLER (Comedian) (O-Ton).",Michael SCHÖTTLER,Martin SCHULZ,Liane WIEGELMANN,Constanze KLEIS,Michael KESSLER,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 02.07.2009,"Markus Lanz, Staffel 2",,,,02.07.2009,064'45,"23:31:26 - 00:36:11 064'45 Interview Markus LANZ mit den Studiogästen Amelie FRIED (Autorin), Ulrich WICKERT (Moderator), Klaus WILDBOLZ (Schauspieler), Nadine VON VÖHREN (Lebensgefährtin von Klaus Wildbolz), Farid (Magier) und Ully LOOP (Magic Entertainer) (O-Ton).",Amelie FRIED,Ulrich WICKERT,Klaus WILDBOLZ,Nadine VON,Ully LOOP,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 07.07.2009,"Markus Lanz, Staffel 2",,,,07.07.2009,074'09,"23:32:24 - 00:46:33 074'09 Interview Markus LANZ mit den Studiogästen Dirk STEFFENS (Moderator), Martin GEIER (Mückenexperte, Biologe), Hans Peter BRIX (""Stiftung Warentest""), Marianne NECKE (fand nach 80 Jahren ihre Schwester wieder), Ilse Ruth HOLZFUSS (Schwester), Bernd STEIN (Enkel), Michael FLÜGGER (Tierazt) und Juliane KOEPCKE (überlebte im Alter von 17 Jahren als Einzige einen Flugzeugabsturz) (O-Ton). Schaltgespräch LANZ mit Thorsten KÖHRMANN (Tierpfleger) im Tierpark Hamburg zur Geburt des Elefantenbabys (O-Ton).",Dirk STEFFENS,Martin GEIER,Hans Peter BRIX,Marianne NECKE,Ilse Ruth HOLZFUSS,Bernd STEIN,Michael FLÜGGER,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 08.07.2009,"Markus Lanz, Staffel 2",,,,08.07.2009,065'08,"23:29:52 - 00:35:00 065'08 Interview Markus LANZ mit den Studiogästen Franziska VAN ALMSICK (Schwimmidol), Janine SCHMEIL (lernt Schwimmen), Tanja SCHMEIL (Mutter), Norbert BRACKMANN (DLRG), Gert BARTMANN (Leiter des Amts für Sport und Gesundheitsförderung), Vince EBERT (Diplom-Physiker, Kabarettist), Werner GRUBER (Physik-Dozent Universität Wien) und Cornelia POLETTO (Sterneköchin) (O-Ton).",Franziska VAN,Janine SCHMEIL,Tanja SCHMEIL,Norbert BRACKMANN,Gert BARTMANN,Vince EBERT,Werner GRUBER,Cornelia POLETTO,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 09.07.2009,"Markus Lanz, Staffel 2",,,,09.07.2009,065'12,"23:02:09 - 00:07:21 065'12 Interview Markus LANZ mit den Studiogästen Florian SCHROEDER (Kabarettist), Benedict EISENBERG (Bruder von verstorbenem Tennessee Eisenberg), Mustapha CELEM (Vater), Thomas TESSERAUX (Rechtsanwalt der Familie) und Familie LECCE (10-köpfige Familie) (O-Ton).",Florian SCHROEDER,Benedict EISENBERG,Mustapha CELEM,Thomas TESSERAUX,Familie LECCE,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 14.07.2009,"Markus Lanz, Staffel 2",,,,14.07.2009,075'54,"22:46:27 - 00:02:21 075'54 Interview Markus LANZ mit den Studiogästen Eckhart PAHLKE (Mietrechtsexperte), Ranga YOGESHWAR (Moderator), Michael PRANG (Arzt), Michael ROTH (ehem. Handballnationalspieler, litt an Prostatakrebs), dessen Zwillingsbruder Ulrich ROTH (ehem. Handballnationalspieler, leidet an Prostatakrebs) und Hartwig HULAND (Arzt) (O-Ton).",Eckhart PAHLKE,Ranga YOGESHWAR,Michael PRANG,Michael ROTH,Zwillingsbruder Ulrich ROTH,Hartwig HULAND,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 15.07.2009,"Markus Lanz, Staffel 2",,,,15.07.2009,065'14,"23:16:10 - 00:21:24 065'14 Interview Markus LANZ mit den Studiogästen Prof. Dr. Jürgen ZULLEY (Schlafforscher), Mary ROOS (Schlagersängerin), Kathrin KÜHN und Christian ROSSKAMP (Deutschlands jüngste Eltern), Daniela WEINERT (wurde mit 12 Jahren schwanger), Susanne von BRONK (Lehrerin), Karin KLUGE-DAKI (Single), Juliane LUTZ (Autorin) und Birgit NIPKAU (Autorin) (O-Ton); ZULLEY gibt Tipps zum richtigen Schlafen im Studio, LANZ legt sich dabei auf ein Bett und zieht ein Schlafanzug an.",Jürgen ZULLEY,Mary ROOS,Kathrin KÜHN,Christian ROSSKAMP,Daniela WEINERT,Karin KLUGE-DAKI,Juliane LUTZ,Birgit NIPKAU,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 16.07.2009,"Markus Lanz, Staffel 2",,,,16.07.2009,065'39,"22:59:24 - 00:05:03 065'39 Interview Markuks LANZ mit den Studiogästen Elmar MAI (ZDF-Gartenexperte), Ralph MORGENSTERN (Moderator), Pirkko PEITZ (führt Nachbarschaftsstreit), Thorsten PEITZ (führt Nachbarschaftsstreit), Michael OPOCZYNSKI (ZDF-Moderator), Dirk MÜLLER (Börsenhändler) und Ingeborg MOOTZ (Börsenexpertin) (O-Ton).",Elmar MAI,Ralph MORGENSTERN,Pirkko PEITZ,Thorsten PEITZ,Michael OPOCZYNSKI,Dirk MÜLLER,Ingeborg MOOTZ,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 21.07.2009,"Markus Lanz, Staffel 2",,,,21.07.2009,074'35,"23:18:34 - 00:33:09 074'35 Interview Markus LANZ mit den Studiogästen Dr. Ralf HÖCKER (Autor und Rechtsanwalt), Dr. Marc LOOSE (Zahnarzt), Sabine LOOSE (Ehefrau von Marc Loose), Filip CVIJIC (Lebensretter eines 3-jährigen Mädchens), Gorbana CVIJIC (Mutter von Filip), Jennifer (erstes Schweinegrippeopfer in Deutschland), Dr. Heiko SCHNEITLER (Leiter des Gesundheitsamtes Düsseldorf) und Prof. Dr. Gerd Dieter Burchard (Leiter der Tropenmedizin und Infektiologie Universitätsklinikum Eppendorf in Hamburg) (O-Ton); HÖCKER beantworten Fragen von Telefonzuschauern und Studiogästen zum Thema Reisemängel; LOOSE erklärt Aufbau von verschiedenen Tiergebissen.",Ralf HÖCKER,Marc LOOSE,Sabine LOOSE,Filip CVIJIC,Gorbana CVIJIC,Heiko SCHNEITLER,Gerd Dieter B,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 22.07.2009,"Markus Lanz, Staffel 2",,,,22.07.2009,027'01,"23:17:55 - 23:44:56 027'01 Interview Markus LANZ mit den Studiogästen Hans FRAUST (Opfer von Nachterstedt), Moni FRAUST (Opfer von Nachterstedt), Hossein TUDESHKI (Leiter Institut für Bergbau), Monika MATSCHNIG (Diplom-Psychologin und Expertin für Körpersprache), Michael JÜRGS (Journalist und Autor), Michael SPRENG (Medienberater), Sandra OFER (Narkose-Opfer) und Peter KRANKE (Anästhesist) (O-Ton). 23:44:56 - 00:22:52 037'56 Interview Markus LANZ mit den Studiogästen Hans FRAUST (Opfer von Nachterstedt), Moni FRAUST (Opfer von Nachterstedt), Hossein TUDESHKI (Leiter Institut für Bergbau), Monika MATSCHNIG (Diplom-Psychologin und Expertin für Körpersprache), Michael JÜRGS (Journalist und Autor), Michael SPRENG (Medienberater), Sandra OFER (Narkose-Opfer) und Peter KRANKE (Anästhesist) (O-Ton).",Hans FRAUST,Moni FRAUST,Hossein TUDESHKI,Monika MATSCHNIG,Michael JÜRGS,Michael SPRENG,Sandra OFER,Peter KRANKE,Interview Markus LANZ,Studiogästen Hans FRAUST,Moni FRAUST,Hossein TUDESHKI,Monika MATSCHNIG,Michael JÜRGS,Michael SPRENG,Sandra OFER,Peter KRANKE,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 23.07.2009,"Markus Lanz, Staffel 2",,,,23.07.2009,065'21,"23:01:01 - 00:06:22 065'21 Interview Markus LANZ mit den Studiogästen Roland RADEMACHER (Chef eines Automobilzulieferungsbetriebs), Hans Ulrich JÖRGES (Journalist), Manfred WEBER (Geschäftsführender Vorstand des Bundesverbandes Deutscher Banken), Michael OPOCZYNSKI (ZDF-WISO Moderator und Redaktionsleiter) Christian RITTEL (Opfer der größten Massenkarambolage auf der A-2), Prof. Dr. Mojib LATIF (Klimaforscher und Meteorologe), Klaus REINDL (Pressesprecher vom ADAC), Rainer MEIDINGER (Foodstylist) und Kolja KLEEBERG (TV-Koch) (O-Ton); LANZ schaut sich mit MEIDINGER und KLEEBERG verschiedene Tiefkühlprodukte im Studio an; KLEEBERG kocht Hähnchenspieße und MEIDINGER stylt diverse Gerichte in der Sendung.",Roland RADEMACHER,Hans Ulrich JÖRGES,Manfred WEBER,Michael OPOCZYNSKI,Christian RITTEL,Mojib LATIF,Klaus REINDL,Rainer MEIDINGER,Kolja KLEEBERG,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 28.07.2009,"Markus Lanz, Staffel 2",,,,28.07.2009,075'07,"23:21:40 - 00:36:47 075'07 Interview Markus LANZ mit Studiogästen Jürgen DREWS (Schlagerstar), Mickie KRAUSE (Schlagerstar), Michael WENDLER (Schlagerstar), Anna Maria ZIMMERMANN (Schlagerstar), Stephanie PALLASCH (Versicherungsexpertin), Thorsten RUDNIK (Bund der Versicherten), Klaus REINDL (Benzinpreisexperte), Dirk MÜLLER (Börsenguru), Frank BEHA (Bruder Longinus; lebte in Kloster) und Regina NEIDHARDT (lebte in Kloster) (O-Ton).",Jürgen DREWS,Mickie KRAUSE,Michael WENDLER,Anna Maria ZIMMERMANN,Stephanie PALLASCH,Thorsten RUDNIK,Klaus REINDL,Dirk MÜLLER,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 29.07.2009,"Markus Lanz, Staffel 2",,,,29.07.2009,065'08,"23:35:40 - 00:40:48 065'08 Interview Markus LANZ mit den Studiogästen Ralf SCHMITZ (Comedian), Dr. Axel JOCKWER (Reiseexperte), Prof. Dr. Klaus KOCKS (Meinungsforscher), Reiner HOLZNAGEL (BGeschF. des Bundes der Steuerzahler Deutschlands), Hans Ulrich JÖRGES (Journalist) und Almuth ISMER (Tierparkchefin) (O-Ton).",Ralf SCHMITZ,Axel JOCKWER,Klaus KOCKS,Reiner HOLZNAGEL,Hans Ulrich JÖRGES,Almuth ISMER,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 30.07.2009,"Markus Lanz, Staffel 2",,,,30.07.2009,064'34,"23:51:50 - 00:56:24 064'34 Interview Markus LANZ mit den Studiogästen Bastian HEIDHOFF (lebt mit Herzunterstützungssystem und wartet auf Kunstherz), Martin STRÜBER (Arzt), Seymour KUNIGISKIS (lebt mit Spenderherz), Jens HAMMERICH (Lkw-Fahrer und Lebensretter), Marlou HAMMERICH (Ehefrau von Jens Hammerich), Herbert SCHONS (Rechtsanwalt), Katja WINGENFELD (Trauma-Expertin) und Axel HIRTH (Zollfahndungsamt Hamburg) (O-Ton).",Bastian HEIDHOFF,Martin STRÜBER,Seymour KUNIGISKIS,Jens HAMMERICH,Marlou HAMMERICH,Herbert SCHONS,Katja WINGENFELD,Axel HIRTH,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 04.08.2009,"Markus Lanz, Staffel 2",,,,04.08.2009,075'42,"23:17:38 - 00:33:20 075'42 Interview Markus LANZ mit den Studiogästen Ralf SCHUMACHER (ehem. Formel-1 Rennfahrer), Axel SCHULZ (ehem. Profiboxer), Willi WEBER (Manager von Michael Schumacher), Heiko WASSER (Kommentator von Formel-1 Rennen), Horst LICHTER (Fernsehkoch), Ulrich WICKERT (ehem. Moderator), Florian SCHROEDER (Kabarettist), Stefan GRÜLL (ehem. FDP-Abgeordneter), Jörg ADLER (Zoodirektor Münster) und Bärbel UPHOFF (Chefin des Affengeheges) (O-Ton).",Ralf SCHUMACHER,Axel SCHULZ,Willi WEBER,Heiko WASSER,Horst LICHTER,Ulrich WICKERT,Florian SCHROEDER,Stefan GRÜLL,Jörg ADLER,Bärbel UPHOFF,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 05.08.2009,"Markus Lanz, Staffel 2",,,,05.08.2009,066'05,"23:30:54 - 00:36:59 066'05 Interview Markus LANZ mit den Studiogästen Eckard PAHLKE (Vorstandsvorsitzender des Mietervereins zu Hamburg), Daniela DE BASTOS (lebte in baufälliger Wohnung), Nicole STENZEL (leidet unter Schimmel in ihrer Wohnung), Ulrike MARTINI (hat Risse an den Wänden ihrer Wohnung), Thilo BODE (Organisation ""foodwatch e.V.""), Alexander HERRMANN (Fernsehkoch), Jürgen ABRAHAM (Vorsitzende der Bundesvereinigung der Deutschen Ernährungsindustrie) und Andreas KESSLER (Auto-Journalist und ZDF-""WISO""-Werkstattmeister) (O-Ton).",Eckard PAHLKE,Daniela DE,Nicole STENZEL,Ulrike MARTINI,Thilo BODE,Alexander HERRMANN,Jürgen ABRAHAM,Andreas KESSLER,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 06.08.2009,"Markus Lanz, Staffel 2",,,,06.08.2009,065'29,"23:34:25 - 00:39:54 065'29 Interview Markus LANZ mit den Studiogästen Dr. Thomas KURSCHEID (Allgemeinarzt), Dr. Andreas LINDNER (Facharzt für Kinderheilkunde und Jugendmedizin), Dr. Linn WÖLBER (Gynäkologin), Dr. Christiane BUSCHE (Hautärztin) und Marc HACHMANN (Diplom-Sportlehrer für Rehabilitation) (O-Ton); Ärzte geben in der Sendung Ratschläge zu ihren jeweiligen Fachbereichen.",Thomas KURSCHEID,Andreas LINDNER,Linn WÖLBER,Christiane BUSCHE,Marc HACHMANN,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 11.08.2009,"Markus Lanz, Staffel 2",,,,11.08.2009,075'51,"23:18:21 - 00:34:12 075'51 Interview Markus LANZ mit den Studiogästen Elmar THEVESSEN (ZDF-Terrorismus-Experte), Karl BORN (Reisejournalist), Heiko WASSER (Formel-1 Experte RTL), Horst LICHTER (Fernsehkoch), Roland KAISER (Schlagersänger), Andreas HELLMANN (Lungenarzt), Klaudia SCHULTHEIS, Wolfgang BERGMANN (Kinderpsychologe und Buchautor) und Anette HORCH (alleinerziehende Mutter) (O-Ton). Schaltgespräch LANZ mit Johannes PEIL (Arzt von Michael Schumacher) zum Gesundheitszustand von Michael Schumacher, dem vorhergegangenen Motorradunfall, den Verletzungen durch diesen, die ein Comeback verhindern (O-Ton). Schaltgespräch LANZ mit Sabine Kehm am Telefon zum geplatzten Comeback von Michael Schumacher (O-Ton). Schaltgespräch LANZ mit Ralf Schumacher (Formel-1-Fahrer) am Telefon zum erneuten Rücktritt seines Bruders Michael Schumacher, zu dessen schweren Unfall und dem Heilungsprozess (O-Ton). Schaltgespräch LANZ mit Jürgen DREWS (Schlagerstar) und Thorsten SCHAUBRENNER (ZDF-Reporter) in Mallorca zur Sicherheitslage auf der Urlaubsinsel (O-Ton).",Elmar THEVESSEN,Karl BORN,Heiko WASSER,Horst LICHTER,Roland KAISER,Andreas HELLMANN,Klaudia SCHULTHEIS,Wolfgang BERGMANN,Anette HORCH,Schaltgespräch LANZ,Johannes PEIL,Michael S,Schaltgespräch LANZ,Sabine K,Michael S,Schaltgespräch LANZ,Ralf S,Bruders Michael S,Schaltgespräch LANZ,Jürgen DREWS,Thorsten SCHAUBRENNER,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 12.08.2009,"Markus Lanz, Staffel 2",,,,12.08.2009,065'40,"23:50:40 - 00:56:20 065'40 Interview Markus LANZ mit Studiogästen Alfons SCHUHBECK (Fernsehkoch), Thomas KURSCHEID (Ernährungsexperte), Monika ZGODDA (Opfer Fahrgeschäft-Unfall), Helmut GELS (Hauptgeschäftsführer des Deutschen Schaustellerbundes), Thomas OBERST (Berliner TÜV), Sven GERLING (Oberbrandmeister Berliner Feuerwehr), SHI XIAO FENG (alias Julian JACOBI, Kampfkunstnovize), SHI HENG ZONG (Abt in Shaolin-Tempel) und Ester JACOBI (Mutter von Shi Xiao Feng) (O-Ton).",Alfons SCHUHBECK,Thomas KURSCHEID,Monika ZGODDA,Helmut GELS,Thomas OBERST,Sven GERLING,Ester JACOBI,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 13.08.2009,"Markus Lanz, Staffel 2",,,,13.08.2009,065'49,"23:20:24 - 00:26:13 065'49 Interview Markus LANZ mit den Studiogästen Christian ULMEN (Schauspieler), Jan WEILER (Autor), Dr. Arnold RETZER (Psychologe und Autor), Jochen BUSSE (Kabarettist und Schauspieler), Reiner CALMUND (ehem. Fußballmanager von Schalke 04) und Mary ROOS (Schlagersängerin) (O-Ton).",Christian ULMEN,Jan WEILER,Arnold RETZER,Jochen BUSSE,Reiner CALMUND,Mary ROOS,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 18.08.2009,"Markus Lanz, Staffel 2",,,,18.08.2009,074'55,"23:18:43 - 00:33:38 074'55 Interview Markus LANZ mit den Studiogästen Elisabeth STENMANS (Unternehmertochter), Alexandra KAMP (First-Lady-Anwärterin), Werner BALDESSARINI (Stardesigner), Prof. Dr. Jürgen ZULLEY (Schlafforscher), Nancy STAZZONE (Schlafwandlerin), Swantje und Marcus REICHL (Eltern einer Frühgeburt, welches dann durch Komplikationen während der Geburt starb) (O-Ton).",Elisabeth STENMANS,Alexandra KAMP,Werner BALDESSARINI,Jürgen ZULLEY,Nancy STAZZONE,Marcus REICHL,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 19.08.2009,"Markus Lanz, Staffel 2",,,,19.08.2009,059'33,"22:15:26 - 23:14:59 059'33 Interview Markus LANZ mit den Studiogästen Hape KERKELING alias Horst SCHLÄMMER, Alexandra KAMP (""Verlobte"" von Horst Schlämmer), Ulf POLLE (Simon GOSEJOHANN, Praktikant und Wahlhelfer), Michael SPRENG (Medienberater), Werner BALDESSARINI (Designer), Marcel LOKO (Werbeexperte) und Bernd HEUSINGER (Werbeexperte) (O-Ton).",Hape KERKELING,Horst SCHLÄMMER,Alexandra KAMP,Ulf POLLE,Michael SPRENG,Werner BALDESSARINI,Marcel LOKO,Bernd HEUSINGER,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 20.08.2009,"Markus Lanz, Staffel 2",,,,20.08.2009,065'16,"00:01:08 - 01:06:24 065'16 Interview Markus LANZ mit den Studiogästen Horst LICHTER (Fernsehkoch), Til SCHWEIGER (Schauspieler), Peter MAFFAY (Sänger), Horst HACK (Freund von Schweiger), Thomas STEIN (Musikproduzent) (O-Ton).",Horst LICHTER,Til SCHWEIGER,Peter MAFFAY,Horst HACK,Thomas STEIN,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 25.08.2009,"Markus Lanz, Staffel 2",,,,25.08.2009,074'58,"23:31:11 - 00:46:09 074'58 Interview Markus LANZ mit den Studiogästen Atze SCHRÖDER (Komiker), Matze KNOP (Komiker), Paul PANZER (Komiker), Hannes JAENICKE (Schauspieler), Karl MERK (Landwirt) und Christoph HÖHNKE (Arzt).",Atze SCHRÖDER,Matze KNOP,Paul PANZER,Hannes JAENICKE,Karl MERK,Christoph HÖHNKE,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 26.08.2009,"Markus Lanz, Staffel 2",,,,26.08.2009,064'55,"23:17:45 - 00:22:40 064'55 Interview Markus LANZ mit den Studiogästen Werner MANG (Schönheitschirurg), Antje STEINER (Neurologin), Friedrich FLOHR (Augenarzt), Stefan MOERS (Zahnarzt) zu Gesundheitsmythen und Schönheitsoperationen (O-Ton).",Werner MANG,Antje STEINER,Friedrich FLOHR,Stefan MOERS,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
