Name,Vorname,Nachname,Geschlecht
Aaron Altaras,Aaron,Altaras,0
Abdassamad El-Yazidi,Abdassamad,El-Yazidi,0
Abdelkarim,Abdelkarim,NA,0
Abdul Abbasi,Abdul,Abbasi,0
Abdul Chahin,Abdul,Chahin,0
Abdul Kader Chahin,Abdul,Kader Chahin,0
Abdullah Khan,Abdullah,Khan,0
Abed Hassan,Abed,Hassan,0
Abi Ofarim,Abi,Ofarim,0
Abraham Teuter,Abraham,Teuter,0
Achim Berg,Achim,Berg,0
Achim Brötel,Achim,Brötel,0
Achim Gruber,Achim,Gruber,0
Achim Reichel,Achim,Reichel,0
Achim Theiler,Achim,Theiler,0
Achim Truger,Achim,Truger,0
Adam Tooze,Adam,Tooze,0
Adel Tawil,Adel,Tawil,0
Adele,Adele,NA,1
Adolf Gallwitz,Adolf,Gallwitz,0
Adrian Geiges,Adrian,Geiges,0
Adrian Tempany,Adrian,Tempany,0
Adriana Altaras,Adriana,Altaras,1
Aeham Ahmad,Aeham,Ahmad,0
Agnes Flügel,Agnes,Flügel,1
Agnes Wich,Agnes,Wich,1
Ahmad A Omeirate,Ahmad,A Omeirate,0
Ahmad Abbas,Ahmad,Abbas,0
Ahmad Omeirat,Ahmad,Omeirat,0
Ahmad Shakib Pouya,Ahmad,Shakib Pouya,0
Ahmed Mansour,Ahmed,Mansour,0
Ahmet Toprak,Ahmet,Toprak,0
Ai Weiwei,Ai,Weiwei,1
Aiman Mazyek,Aiman,Mazyek,1
Aimée van Baalen,Aimée,van Baalen,1
Ajla Kurtovic,Ajla,Kurtovic,1
Akif Çagatay Kılıç,Akif,Çagatay Kılıç,0
Aktham Suliman,Aktham,Suliman,0
Al Sharpton,Al,Sharpton,0
Aladin El-Mafaalani,Aladin,El-Mafaalani,0
Alan Ezzat,Alan,Ezzat,0
Alan Posener,Alan,Posener,0
Alban,Alban,NA,0
Albano Carrisi,Albano,Carrisi,0
Albert Stegemann,Albert,Stegemann,0
Albert Zink,Albert,Zink,0
Alberto Tomba,Alberto,Tomba,0
Albrecht Roebke,Albrecht,Roebke,0
Albrecht von Lucke,Albrecht,von Lucke,0
Aleksandar Zec,Aleksandar,Zec,0
Aleksandra Bechtel,Aleksandra,Bechtel,1
Aleksandra Rybinska,Aleksandra,Rybinska,1
Alena Buyx,Alena,Buyx,1
Alev Doğan,Alev,Doğan,1
Alex Christensen,Alex,Christensen,0
Alex Kienscherf,Alex,Kienscherf,0
Alex Kristan,Alex,Kristan,0
Alex Reichmuth,Alex,Reichmuth,0
Alexa Hennig von Lange,Alexa,Hennig von Lange,1
Alexander Ahrens,Alexander,Ahrens,0
Alexander Borchard,Alexander,Borchard,0
Alexander Dobrindt,Alexander,Dobrindt,0
Alexander Gauland,Alexander,Gauland,0
Alexander Gerst,Alexander,Gerst,0
Alexander Gorkow,Alexander,Gorkow,0
Alexander Graf Lambsdorff,Alexander,Graf Lambsdorff,0
Alexander Graf von Schönburg,Alexander,Graf von Schönburg,0
Alexander Held,Alexander,Held,0
Alexander Herrmann,Alexander,Herrmann,0
Alexander Hold,Alexander,Hold,0
Alexander Huber,Alexander,Huber,0
Alexander Jorde,Alexander,Jorde,0
Alexander Kissler,Alexander,Kissler,0
Alexander Koch,Alexander,Koch,0
Alexander Krauß,Alexander,Krauß,0
Alexander Leschik,Alexander,Leschik,0
Alexander Marguier,Alexander,Marguier,0
Alexander Prinz,Alexander,Prinz,0
Alexander Probst,Alexander,Probst,0
Alexander Rahr,Alexander,Rahr,0
Alexander Rodnyansky,Alexander,Rodnyansky,0
Alexander S Kekulé,Alexander,S Kekulé,0
Alexander Schweitzer,Alexander,Schweitzer,0
Alexander Stevens,Alexander,Stevens,0
Alexander Tappert,Alexander,Tappert,0
Alexander Throm,Alexander,Throm,0
Alexandra Föderl-Schmid,Alexandra,Föderl-Schmid,1
Alexandra Legat,Alexandra,Legat,1
Alexandra Manzei,Alexandra,Manzei,1
Alexandra Maria Lara,Alexandra,Maria Lara,1
Alexis Passadakis,Alexis,Passadakis,0
Alfons Schuhbeck,Alfons,Schuhbeck,0
Alfred Grosser,Alfred,Grosser,0
Alfred Hackensberger,Alfred,Hackensberger,0
Alfred Hagen Meyer,Alfred,Hagen Meyer,0
Alfred Königsrainer,Alfred,Königsrainer,0
Ali Ertan Toprak,Ali,Ertan Toprak,0
Ali Fathollah-Nejad,Ali,Fathollah-Nejad,0
Ali Güngörmüş,Ali,Güngörmüş,0
Ali Toprak,Ali,Toprak,0
Alica Jung,Alica,Jung,1
Alice Bota,Alice,Bota,1
Alice Hasters,Alice,Hasters,1
Alice Kessler,Alice,Kessler,1
Alice Krüger,Alice,Krüger,1
Alice Schwarzer,Alice,Schwarzer,1
Alice Weidel,Alice,Weidel,1
Alicia Anker,Alicia,Anker,1
Alicia Baier,Alicia,Baier,1
Alicia King,Alicia,King,1
Alida Gundlach,Alida,Gundlach,1
Alina Schadwinkel,Alina,Schadwinkel,1
Alireza Faghihzadeh,Alireza,Faghihzadeh,0
Almut Möller,Almut,Möller,1
Alon Gat,Alon,Gat,0
Alon Meyer,Alon,Meyer,0
Amaryllis Fox,Amaryllis,Fox,1
Amaury Baudoin,Amaury,Baudoin,0
Amelie Fried,Amelie,Fried,1
Aminata Toure,Aminata,Toure,1
Amira Mohamed Ali,Amira,Mohamed Ali,1
Ana Zirner,Ana,Zirner,1
Anas Modamani,Anas,Modamani,0
Anastasia Biefang,Anastasia,Biefang,1
Anastasia Zampounidis,Anastasia,Zampounidis,1
Anders Fogh Rasmussen,Anders,Fogh Rasmussen,0
Andrea Ballschuh,Andrea,Ballschuh,1
Andrea Hniopek,Andrea,Hniopek,1
Andrea Kaiser,Andrea,Kaiser,1
Andrea Maurer,Andrea,Maurer,1
Andrea Nahles,Andrea,Nahles,1
Andrea Pothast,Andrea,Pothast,1
Andrea Rotter,Andrea,Rotter,1
Andrea Römmele,Andrea,Römmele,1
Andrea Schwin-Haumesser,Andrea,Schwin-Haumesser,1
Andrea Thoma-Böck,Andrea,Thoma-Böck,1
Andrea Titziani,Andrea,Titziani,1
Andrea Wulf,Andrea,Wulf,1
Andrea Zinhard,Andrea,Zinhard,1
Andrea Zschocher,Andrea,Zschocher,1
Andreas Altmann,Andreas,Altmann,0
Andreas Audretsch,Andreas,Audretsch,0
Andreas Bausewein,Andreas,Bausewein,0
Andreas Bourani,Andreas,Bourani,0
Andreas Bovenschulte,Andreas,Bovenschulte,0
Andreas Bär Läsker,Andreas,Bär Läsker,0
Andreas Englisch,Andreas,Englisch,0
Andreas Frege,Andreas,Frege,0
Andreas Gabalier,Andreas,Gabalier,0
Andreas Gassen,Andreas,Gassen,0
Andreas Geisel,Andreas,Geisel,0
Andreas Hollstein,Andreas,Hollstein,0
Andreas Huckele,Andreas,Huckele,0
Andreas Jung,Andreas,Jung,0
Andreas Kieling,Andreas,Kieling,0
Andreas Leonhard,Andreas,Leonhard,0
Andreas Lipsch,Andreas,Lipsch,0
Andreas Listowell,Andreas,Listowell,0
Andreas Michalsen,Andreas,Michalsen,0
Andreas Möller,Andreas,Möller,0
Andreas Müller,Andreas,Müller,0
Andreas Peichl,Andreas,Peichl,0
Andreas Petzold,Andreas,Petzold,0
Andreas Pinkwart,Andreas,Pinkwart,0
Andreas Postel,Andreas,Postel,0
Andreas Reinicke,Andreas,Reinicke,0
Andreas Rettig,Andreas,Rettig,0
Andreas Rödder,Andreas,Rödder,0
Andreas Scheuer,Andreas,Scheuer,0
Andreas Spaeth,Andreas,Spaeth,0
Andreas Thiel,Andreas,Thiel,0
Andreas Toba,Andreas,Toba,0
Andreas Wenderoth,Andreas,Wenderoth,0
Andreas Wirsching,Andreas,Wirsching,0
Andreas Zmuda,Andreas,Zmuda,0
Andreas Zumach,Andreas,Zumach,0
Andrej Hunko,Andrej,Hunko,0
Andrew Denison,Andrew,Denison,0
Andrew Langer,Andrew,Langer,0
Andrew Onuegbu,Andrew,Onuegbu,0
Andrew Ridgeley,Andrew,Ridgeley,0
Andrew Ullmann,Andrew,Ullmann,0
Andrij Melnyk,Andrij,Melnyk,0
André Brodocz,André,Brodocz,0
André Nemat,André,Nemat,0
André Poggenburg,André,Poggenburg,0
André Rieu,André,Rieu,0
André Schulz,André,Schulz,0
André Stern,André,Stern,0
André Wüstner,André,Wüstner,0
Andy Griffith,Andy,Griffith,0
Andy Grote,Andy,Grote,0
Anette Dowideit,Anette,Dowideit,1
Anette Segtrop,Anette,Segtrop,1
Angela Brockmann,Angela,Brockmann,1
Angela Inselkammer,Angela,Inselkammer,1
Angela Merkel,Angela,Merkel,1
Angela Schulz,Angela,Schulz,1
Angelika Fischer,Angelika,Fischer,1
Angelika Hellemann,Angelika,Hellemann,1
Angelika Kallwass,Angelika,Kallwass,1
Angelika Kausche,Angelika,Kausche,1
Angelina Kirsch,Angelina,Kirsch,1
Angelo Kelly,Angelo,Kelly,0
Anika Klafki,Anika,Klafki,1
Anita Lasker-Wallfisch,Anita,Lasker-Wallfisch,1
Anita Schedel,Anita,Schedel,1
Anita Schwarz,Anita,Schwarz,1
Anita Wolf,Anita,Wolf,1
Anitra Eggler,Anitra,Eggler,1
Anja Baier,Anja,Baier,1
Anja Barbian,Anja,Barbian,1
Anja Darsow,Anja,Darsow,1
Anja Franz,Anja,Franz,1
Anja Gottschalk,Anja,Gottschalk,1
Anja Karliczek,Anja,Karliczek,1
Anja Keinath,Anja,Keinath,1
Anja Kohl,Anja,Kohl,1
Anja Krüger,Anja,Krüger,1
Anja Lukaseder,Anja,Lukaseder,1
Anja Maier,Anja,Maier,1
Anja Mundt-Backhaus,Anja,Mundt-Backhaus,1
Anja Reschke,Anja,Reschke,1
Anja Umann,Anja,Umann,1
Anke Domscheit-Berg,Anke,Domscheit-Berg,1
Anke Rehlinger,Anke,Rehlinger,1
Anke Rexin,Anke,Rexin,1
Anke Richter-Scheer,Anke,Richter-Scheer,1
Anke Rüdinger,Anke,Rüdinger,1
Ann Sophie,Ann,Sophie,1
Ann Sophie Dürmeyer,Ann,Sophie Dürmeyer,1
Ann-Kathrin Büüsker,Ann-Kathrin,Büüsker,1
Ann-Kathrin Hipp,Ann-Kathrin,Hipp,1
Ann-Katrin Müller,Ann-Katrin,Müller,1
Ann-Marlene Henning,Ann-Marlene,Henning,1
Anna Bader,Anna,Bader,1
Anna Bölling,Anna,Bölling,1
Anna Clauß,Anna,Clauß,1
Anna Dushime,Anna,Dushime,1
Anna Firth,Anna,Firth,1
Anna Kassautzki,Anna,Kassautzki,1
Anna Kebschull,Anna,Kebschull,1
Anna Kraft,Anna,Kraft,1
Anna Lehmann,Anna,Lehmann,1
Anna Leisner-Egensperger,Anna,Leisner-Egensperger,1
Anna Loos,Anna,Loos,1
Anna Mayr,Anna,Mayr,1
Anna Planken,Anna,Planken,1
Anna Rose,Anna,Rose,1
Anna Sauerbrey,Anna,Sauerbrey,1
Anna Schneider,Anna,Schneider,1
Anna Staroselski,Anna,Staroselski,1
Anna Zaitseva,Anna,Zaitseva,1
Anna von Bayern,Anna,von Bayern,1
Anna von Boetticher,Anna,von Boetticher,1
Annabel Oelmann,Annabel,Oelmann,1
Annabelle Mandeng,Annabelle,Mandeng,1
Annalena Baerbock,Annalena,Baerbock,1
Anne Applebaum,Anne,Applebaum,1
Anne Arend,Anne,Arend,1
Anne Deimel,Anne,Deimel,1
Anne Fleck,Anne,Fleck,1
Anne Gellinek,Anne,Gellinek,1
Anne Gesthuysen,Anne,Gesthuysen,1
Anne Hähnig,Anne,Hähnig,1
Anne Kunze,Anne,Kunze,1
Anne McElvoy,Anne,McElvoy,1
Anne Schneider,Anne,Schneider,1
Anne Spiegelman,Anne,Spiegelman,1
Anne Wizorek,Anne,Wizorek,1
Anne-Catherine Beck,Anne-Catherine,Beck,1
Anne-Marie Descôtes,Anne-Marie,Descôtes,1
Anne-Sophie Briest,Anne-Sophie,Briest,1
Anne-Sophie Mutter,Anne-Sophie,Mutter,1
Annegret Kramp-Karrenbauer,Annegret,Kramp-Karrenbauer,1
Annelie Keil,Annelie,Keil,1
Annemarie Fajardo,Annemarie,Fajardo,1
Annett Louisan,Annett,Louisan,1
Annett Mau,Annett,Mau,1
Annette Behnken,Annette,Behnken,1
Annette Dittert,Annette,Dittert,1
Annette Frier,Annette,Frier,1
Annette Hilsenbeck,Annette,Hilsenbeck,1
Annette Kurschus,Annette,Kurschus,1
Annette Ramelsberger,Annette,Ramelsberger,1
Annette Weddy,Annette,Weddy,1
Annie Hoffmann,Annie,Hoffmann,1
Annika Brockschmidt,Annika,Brockschmidt,1
Annika Joeres,Annika,Joeres,1
Annika Klose,Annika,Klose,1
Anselm Pahnke,Anselm,Pahnke,0
Ansgar Graw,Ansgar,Graw,0
Ante Caljkusic,Ante,Caljkusic,0
Anthony Fauci,Anthony,Fauci,0
Anthony Glees,Anthony,Glees,0
Anthony Scaramucci,Anthony,Scaramucci,0
Antje Boetius,Antje,Boetius,1
Antje Grothus,Antje,Grothus,1
Antje Hermenau,Antje,Hermenau,1
Antje Höning,Antje,Höning,1
Antje Pieper,Antje,Pieper,1
Antoine Leiris,Antoine,Leiris,0
Anton Börner,Anton,Börner,0
Anton Hofreiter,Anton,Hofreiter,0
Antonia Rados,Antonia,Rados,1
Antonie Rietzschel,Antonie,Rietzschel,1
Antonio Brettschneider,Antonio,Brettschneider,0
Antonio Link,Antonio,Link,0
Arabella Kiesbauer,Arabella,Kiesbauer,1
Arbnor Segashi,Arbnor,Segashi,0
Aref Hajjaj,Aref,Hajjaj,0
Ariane Hingst,Ariane,Hingst,1
Ariane Reimers,Ariane,Reimers,1
Ariane Sommer,Ariane,Sommer,1
Arif Abdullah Haidary,Arif,Abdullah Haidary,0
Armin Coerper,Armin,Coerper,0
Armin Laschet,Armin,Laschet,0
Armin Nassehi,Armin,Nassehi,0
Armin Paul Hampel,Armin,Paul Hampel,0
Armin Rieger,Armin,Rieger,0
Armin Rohde,Armin,Rohde,0
Armin Schuster,Armin,Schuster,0
Armin Valet,Armin,Valet,0
Arnd Focke,Arnd,Focke,0
Arndt G Kirchhoff,Arndt,G Kirchhoff,0
Arne Friedrich,Arne,Friedrich,0
Arne Völker,Arne,Völker,0
Arnold Plickert,Arnold,Plickert,0
Arnulf Baring,Arnulf,Baring,0
Arron Banks,Arron,Banks,0
Arthur Mashuryan,Arthur,Mashuryan,0
Arturo Merzario,Arturo,Merzario,0
Arun Gandhi,Arun,Gandhi,0
Arved Fuchs,Arved,Fuchs,0
Arye Sharuz Shalicar,Arye,Sharuz Shalicar,0
Asiem El Difraoui,Asiem,El Difraoui,0
Astrid Frohloff,Astrid,Frohloff,1
Astrid Sartorius,Astrid,Sartorius,1
Athanasios Marvakis,Athanasios,Marvakis,0
Atze Schröder,Atze,Schröder,0
Avelina Boateng,Avelina,Boateng,1
Aviva Siegel,Aviva,Siegel,1
Axel Antoni,Axel,Antoni,0
Axel Balkausky,Axel,Balkausky,0
Axel Friedrich,Axel,Friedrich,0
Axel Gomille,Axel,Gomille,0
Axel Hacke,Axel,Hacke,0
Axel Kleinlein,Axel,Kleinlein,0
Axel Meyer,Axel,Meyer,0
Axel Milberg,Axel,Milberg,0
Axel Petermann,Axel,Petermann,0
Axel Pütter,Axel,Pütter,0
Axel Schulz,Axel,Schulz,0
Axel Thill,Axel,Thill,0
Aya Jaff,Aya,Jaff,1
Aydan Özoguz,Aydan,Özoguz,1
Aygül Özkan,Aygül,Özkan,1
Azadeh Zamirirad,Azadeh,Zamirirad,1
Barack Obama,Barack,Obama,0
Barbara Eligmann,Barbara,Eligmann,1
Barbara Erdmann,Barbara,Erdmann,1
Barbara Hendricks,Barbara,Hendricks,1
Barbara John,Barbara,John,1
Barbara Junge,Barbara,Junge,1
Barbara Kappel,Barbara,Kappel,1
Barbara Lueg,Barbara,Lueg,1
Barbara Metz,Barbara,Metz,1
Barbara Pachl-Eberhart,Barbara,Pachl-Eberhart,1
Barbara Reul-Nocke,Barbara,Reul-Nocke,1
Barbara Rütting,Barbara,Rütting,1
Barbara Schöneberger,Barbara,Schöneberger,1
Barbara Seibert,Barbara,Seibert,1
Barbara Sennholz-Weinhardt,Barbara,Sennholz-Weinhardt,1
Barbara Tóth,Barbara,Tóth,1
Barbara Vorsamer,Barbara,Vorsamer,1
Bardia Razavi,Bardia,Razavi,0
Bart Sommers,Bart,Sommers,0
Bas Kast,Bas,Kast,0
Bascha Mika,Bascha,Mika,1
Bassam Tibi,Bassam,Tibi,0
Bastiaan Ragas,Bastiaan,Ragas,0
Bastian Bielendorfer,Bastian,Bielendorfer,0
Bastian Hermisson,Bastian,Hermisson,0
Bastian Obermayer,Bastian,Obermayer,0
Bastian Pastewka,Bastian,Pastewka,0
Beate Gallus,Beate,Gallus,1
Beate Krafft-Schöning,Beate,Krafft-Schöning,1
Beate Wedekind,Beate,Wedekind,1
Beatrice Egli,Beatrice,Egli,1
Beatrice Weder di Mauro,Beatrice,Weder di Mauro,1
Beatrix von Storch,Beatrix,von Storch,1
Bela B Felsenheimer,Bela,B Felsenheimer,1
Belit Onay,Belit,Onay,0
Ben Becker,Ben,Becker,0
Ben Bradshaw,Ben,Bradshaw,0
Ben Hodges,Ben,Hodges,0
Ben Rhodes,Ben,Rhodes,0
Ben Salomo,Ben,Salomo,0
Bene Mayr,Bene,Mayr,0
Benedikt Böhm,Benedikt,Böhm,0
Benedikt Strunz,Benedikt,Strunz,0
Benjamin Adrion,Benjamin,Adrion,0
Benjamin Benedict,Benjamin,Benedict,0
Benjamin Fokken,Benjamin,Fokken,0
Benjamin Köhler,Benjamin,Köhler,0
Benjamin Wolfmeier,Benjamin,Wolfmeier,0
Benjamin von Stuckrad-Barre,Benjamin,von Stuckrad-Barre,0
Bente Scheller,Bente,Scheller,1
Beq Zeqiri,Beq,Zeqiri,0
Berbé Schmidt,Berbé,Schmidt,1
Bernadett Erdmann,Bernadett,Erdmann,1
Bernard Dietz,Bernard,Dietz,0
Bernd Althusmann,Bernd,Althusmann,0
Bernd Baumann,Bernd,Baumann,0
Bernd Buchholz,Bernd,Buchholz,0
Bernd Bönte,Bernd,Bönte,0
Bernd Böttiger,Bernd,Böttiger,0
Bernd Lucke,Bernd,Lucke,0
Bernd Maelicke,Bernd,Maelicke,0
Bernd Meurer,Bernd,Meurer,0
Bernd Niemeier,Bernd,Niemeier,0
Bernd Raffelhüschen,Bernd,Raffelhüschen,0
Bernd Riexinger,Bernd,Riexinger,0
Bernd Siggelkow,Bernd,Siggelkow,0
Bernd Stelter,Bernd,Stelter,0
Bernd Ulrich,Bernd,Ulrich,0
Bernd Ulrich Haagen,Bernd,Ulrich Haagen,0
Bernhard Albrecht,Bernhard,Albrecht,0
Bernhard Emunds,Bernhard,Emunds,0
Bernhard Guido,Bernhard,Guido,0
Bernhard Heitz,Bernhard,Heitz,0
Bernhard Hoëcker,Bernhard,Hoëcker,0
Bernhard Krüsken,Bernhard,Krüsken,0
Bernhard Matheis,Bernhard,Matheis,0
Bernhard Mattes,Bernhard,Mattes,0
Bernhard Paul,Bernhard,Paul,0
Bernhard Pörksen,Bernhard,Pörksen,0
Bernhard Rohleder,Bernhard,Rohleder,0
Bernhard Sitter,Bernhard,Sitter,0
Bernhard Vogel,Bernhard,Vogel,0
Bernhild Braun,Bernhild,Braun,1
Bernie Sanders,Bernie,Sanders,1
Berthold Hauser,Berthold,Hauser,0
Berthold Huber,Berthold,Huber,0
Bertram Glaß,Bertram,Glaß,0
Bertram Kawlath,Bertram,Kawlath,0
Bertram Quadt,Bertram,Quadt,0
Bertrand Piccard,Bertrand,Piccard,0
Bettina Becker,Bettina,Becker,1
Bettina Böttinger,Bettina,Böttinger,1
Bettina Dickes,Bettina,Dickes,1
Bettina Gaus,Bettina,Gaus,1
Bettina Michel,Bettina,Michel,1
Bettina Offer,Bettina,Offer,1
Bettina Schausten,Bettina,Schausten,1
Bettina Schöne-Seifert,Bettina,Schöne-Seifert,1
Bettina Sieckendiek,Bettina,Sieckendiek,1
Bettina Stark-Watzinger,Bettina,Stark-Watzinger,1
Bettina Steinbauer,Bettina,Steinbauer,1
Bettina Tietjen,Bettina,Tietjen,1
Bettina Weiguny,Bettina,Weiguny,1
Betty Heidler,Betty,Heidler,1
Betty Mahrmoody,Betty,Mahrmoody,1
Betty Taube,Betty,Taube,1
Bianca Illgner,Bianca,Illgner,1
Bijan Djir-Sarai,Bijan,Djir-Sarai,0
Bijan Moini,Bijan,Moini,0
Bilal Reffas,Bilal,Reffas,0
Bilgin Ayata,Bilgin,Ayata,0
Bill Gates,Bill,Gates,0
Bill Kaulitz,Bill,Kaulitz,0
Bill Mockridge,Bill,Mockridge,0
Bill Murray,Bill,Murray,0
Birgid Puhl,Birgid,Puhl,1
Birgit Fischer,Birgit,Fischer,1
Birgit Glorius,Birgit,Glorius,1
Birgit Kelle,Birgit,Kelle,1
Birgit Kimmel,Birgit,Kimmel,1
Birgit Lohmeyer,Birgit,Lohmeyer,1
Birgitt Röhll,Birgitt,Röhll,1
Bischof Stephan Ackermann,Bischof,Stephan Ackermann,0
Bivsi Rana,Bivsi,Rana,1
Björn Freitag,Björn,Freitag,0
Björn Höcke,Björn,Höcke,0
Björn Wiese,Björn,Wiese,0
Bob Blume,Bob,Blume,0
Bob Woodward,Bob,Woodward,0
Bodo Förster,Bodo,Förster,0
Bodo Illgner,Bodo,Illgner,0
Bodo Pfalzgraf,Bodo,Pfalzgraf,0
Bodo Ramelow,Bodo,Ramelow,0
Bojan Pancevski,Bojan,Pancevski,0
Bonita Grupp,Bonita,Grupp,1
Boris Bondarew,Boris,Bondarew,0
Boris Herrmann,Boris,Herrmann,0
Boris Meinecke,Boris,Meinecke,0
Boris Palmer,Boris,Palmer,0
Boris Pistorius,Boris,Pistorius,0
Boris Reitschuster,Boris,Reitschuster,0
Boris Schumatsky,Boris,Schumatsky,0
Borwin Bandelow,Borwin,Bandelow,0
Bosse,Bosse,NA,0
Brandon Bryant,Brandon,Bryant,0
Brenda Strohmaier,Brenda,Strohmaier,1
Brigitta Sirny,Brigitta,Sirny,1
Brigitte Grothum,Brigitte,Grothum,1
Brigitte Meier,Brigitte,Meier,1
Brigitte Zypries,Brigitte,Zypries,1
Britta Bannenberg,Britta,Bannenberg,1
Britta Haßelmann,Britta,Haßelmann,1
Britta Hilpert,Britta,Hilpert,1
Britta Petersen,Britta,Petersen,1
Britta Waldschmidt-Nelson,Britta,Waldschmidt-Nelson,1
Britta Wulf,Britta,Wulf,1
Britta Zielinski,Britta,Zielinski,1
Britta von Lojewski,Britta,von Lojewski,1
Britta von der Heide,Britta,von der Heide,1
Bruce Dickinson,Bruce,Dickinson,0
Bruno Jonas,Bruno,Jonas,0
Bruno Le Maire,Bruno,Le Maire,0
Bruno Schirra,Bruno,Schirra,0
Bryan Adams,Bryan,Adams,0
Burak Çopur,Burak,Çopur,0
Burhan Kesici,Burhan,Kesici,0
Burkhard Benecken,Burkhard,Benecken,0
Burkhard Jung,Burkhard,Jung,0
Bushido,Bushido,NA,0
Bärbel Bas,Bärbel,Bas,1
Bärbel Höhn,Bärbel,Höhn,1
Bärbel Schäfer,Bärbel,Schäfer,1
Bärbel Wardetzki,Bärbel,Wardetzki,1
Béla Réthy,Béla,Réthy,0
Bülent Bilgi,Bülent,Bilgi,0
Bülent Ceylan,Bülent,Ceylan,0
C Aschenberg-Dugnus,C,Aschenberg-Dugnus,1
Campino,Campino,NA,0
Can Dündar,Can,Dündar,0
Canan Topçu,Canan,Topçu,1
Candice Kerestan,Candice,Kerestan,1
Cansel Kiziltepe,Cansel,Kiziltepe,1
Cansin Köktürk,Cansin,Köktürk,1
Caren Lay,Caren,Lay,1
Caren Miosga,Caren,Miosga,1
Carim Soliman,Carim,Soliman,0
Carina Konrad,Carina,Konrad,1
Carl Bildt,Carl,Bildt,0
Carl Campeau,Carl,Campeau,0
Carl Martin Welcker,Carl,Martin Welcker,0
Carla Amina Baghajati,Carla,Amina Baghajati,1
Carla Hinrichs,Carla,Hinrichs,1
Carla Reemtsma,Carla,Reemtsma,1
Carla Rochel,Carla,Rochel,1
Carla Rodrigues-Fernandes,Carla,Rodrigues-Fernandes,1
Carlo Masala,Carlo,Masala,0
Carlo Thränhardt,Carlo,Thränhardt,0
Carmen Geiss,Carmen,Geiss,1
Carmen Hanken,Carmen,Hanken,1
Carmen Thomas,Carmen,Thomas,1
Carola Holzner,Carola,Holzner,1
Carola Rackete,Carola,Rackete,1
Carola Reimann,Carola,Reimann,1
Carolin Hofmann,Carolin,Hofmann,1
Carolin Kebekus,Carolin,Kebekus,1
Carolin Roth,Carolin,Roth,1
Carolina Drüten,Carolina,Drüten,1
Caroline Beil,Caroline,Beil,1
Caroline Darian,Caroline,Darian,1
Caroline Rosales,Caroline,Rosales,1
Caroline von Kretschmann,Caroline,von Kretschmann,1
Carsten Breuer,Carsten,Breuer,0
Carsten Koschmieder,Carsten,Koschmieder,0
Carsten Lekutat,Carsten,Lekutat,0
Carsten Linnemann,Carsten,Linnemann,0
Carsten Maschmeyer,Carsten,Maschmeyer,0
Carsten Peter,Carsten,Peter,0
Carsten Schneider,Carsten,Schneider,0
Carsten Stormer,Carsten,Stormer,0
Carsten Watzl,Carsten,Watzl,0
Cate Blanchett,Cate,Blanchett,1
Caterina Künne,Caterina,Künne,1
Caterina Reuchsel,Caterina,Reuchsel,1
Catharina Streit,Catharina,Streit,1
Cathrin Gilbert,Cathrin,Gilbert,1
Cathrin Kahlweit,Cathrin,Kahlweit,1
Cathryn Cluever-Ashbrook,Cathryn,Cluever-Ashbrook,1
Cem Özdemir,Cem,Özdemir,0
Cerstin Gammelin,Cerstin,Gammelin,1
Chantal Bausch,Chantal,Bausch,1
Chantal Louis,Chantal,Louis,1
Charles Brauer,Charles,Brauer,0
Charles Foster,Charles,Foster,0
Charles M Huber,Charles,M Huber,0
Charley Ann Schmutzler,Charley,Ann Schmutzler,0
Charlotte Link,Charlotte,Link,1
Charlotte Roche,Charlotte,Roche,1
Charlotte Würdig,Charlotte,Würdig,1
Chelsea Manning,Chelsea,Manning,1
Cherno Jobatey,Cherno,Jobatey,0
Chin Meyer,Chin,Meyer,0
Chris Burkard,Chris,Burkard,0
Chris Tall,Chris,Tall,0
ChrisTine Urspruch,ChrisTine,Urspruch,1
Christa Lange,Christa,Lange,1
Christa Vieten,Christa,Vieten,1
Christel Bienstein,Christel,Bienstein,1
Christel Paweski,Christel,Paweski,1
Christian Achilles,Christian,Achilles,0
Christian Baldauf,Christian,Baldauf,0
Christian Berkel,Christian,Berkel,0
Christian Bernreiter,Christian,Bernreiter,0
Christian Blüm,Christian,Blüm,0
Christian Brandes,Christian,Brandes,0
Christian Böttger,Christian,Böttger,0
Christian Drosten,Christian,Drosten,0
Christian Dürr,Christian,Dürr,0
Christian Ehrlich,Christian,Ehrlich,0
Christian Engelhardt,Christian,Engelhardt,0
Christian Gerlitz,Christian,Gerlitz,0
Christian Hacke,Christian,Hacke,0
Christian Herrgott,Christian,Herrgott,0
Christian Kahrmann,Christian,Kahrmann,0
Christian Karagiannidis,Christian,Karagiannidis,0
Christian Krug,Christian,Krug,0
Christian Kröner,Christian,Kröner,0
Christian Kullmann,Christian,Kullmann,0
Christian Kähler,Christian,Kähler,0
Christian Lammert,Christian,Lammert,0
Christian Leye,Christian,Leye,0
Christian Lindner,Christian,Lindner,0
Christian Lohmeyer,Christian,Lohmeyer,0
Christian Marbach,Christian,Marbach,0
Christian Mikolajczak,Christian,Mikolajczak,0
Christian Mölling,Christian,Mölling,0
Christian Neureuther,Christian,Neureuther,0
Christian Pfeiffer,Christian,Pfeiffer,0
Christian Pundt,Christian,Pundt,0
Christian Rach,Christian,Rach,0
Christian Rappe,Christian,Rappe,0
Christian Schenk,Christian,Schenk,0
